city,country,continent,latitude,longitude,reel_count,is_island,platform_url
Bandung Barat,Indonesia,Asia,-6.8349,107.6637,1,true,https://bestroadtrip.com/map/indonesia/bandung-barat
Batur,Indonesia,Asia,-8.2756,115.3667,1,true,https://bestroadtrip.com/map/indonesia/batur
Blitar Regency,Indonesia,Asia,-7.9350,112.3139,1,true,https://bestroadtrip.com/map/indonesia/blitar-regency
Boyolali Regency,Indonesia,Asia,-7.4835,110.4594,1,true,https://bestroadtrip.com/map/indonesia/boyolali-regency
Gianyar,Indonesia,Asia,-8.5194,115.2607,1,true,https://bestroadtrip.com/map/indonesia/gianyar
Gianyar Regency,Indonesia,Asia,-8.4383,115.2441,1,true,https://bestroadtrip.com/map/indonesia/gianyar-regency
Kabupaten Blitar,Indonesia,Asia,-8.3149,112.0898,1,true,https://bestroadtrip.com/map/indonesia/kabupaten-blitar
Kabupaten Kebumen,Indonesia,Asia,-7.6167,109.7771,1,true,https://bestroadtrip.com/map/indonesia/kabupaten-kebumen
Kabupaten Kendal,Indonesia,Asia,-7.1972,109.9322,1,true,https://bestroadtrip.com/map/indonesia/kabupaten-kendal
Kabupaten Lombok Utara,Indonesia,Asia,-8.3526,116.0434,1,true,https://bestroadtrip.com/map/indonesia/kabupaten-lombok-utara
Kabupaten Sumenep,Indonesia,Asia,-7.2033,114.0463,1,true,https://bestroadtrip.com/map/indonesia/kabupaten-sumenep
Karangasem,Indonesia,Asia,-8.5333,115.5833,1,true,https://bestroadtrip.com/map/indonesia/karangasem
Kota Mataram,Indonesia,Asia,-8.5824,116.1024,1,true,https://bestroadtrip.com/map/indonesia/kota-mataram
Kupang,Indonesia,Asia,-10.1772,123.6070,1,true,https://bestroadtrip.com/map/indonesia/kupang
Kupang Regency,Indonesia,Asia,-10.2246,123.5106,1,true,https://bestroadtrip.com/map/indonesia/kupang-regency
Kuta,Indonesia,Asia,-8.7178,115.1686,1,true,https://bestroadtrip.com/map/indonesia/kuta
Lembang,Indonesia,Asia,-6.8145,107.6230,1,true,https://bestroadtrip.com/map/indonesia/lembang
Lombok,Indonesia,Asia,-8.3515,116.0441,1,true,https://bestroadtrip.com/map/indonesia/lombok
Lovina,Indonesia,Asia,-8.1598,115.0286,1,true,https://bestroadtrip.com/map/indonesia/lovina
Mataram,Indonesia,Asia,-8.5770,116.1005,1,true,https://bestroadtrip.com/map/indonesia/mataram
Nusa Penida,Indonesia,Asia,-8.7337,115.4662,1,true,https://bestroadtrip.com/map/indonesia/nusa-penida
Pasuruan Regency,Indonesia,Asia,-7.9425,112.9530,1,true,https://bestroadtrip.com/map/indonesia/pasuruan-regency
Purwakarta Regency,Indonesia,Asia,-6.5950,107.3456,1,true,https://bestroadtrip.com/map/indonesia/purwakarta-regency
Sumbawa,Indonesia,Asia,-8.4937,117.4202,1,true,https://bestroadtrip.com/map/indonesia/sumbawa
Sumenep Regency,Indonesia,Asia,-6.9828,114.1736,1,true,https://bestroadtrip.com/map/indonesia/sumenep-regency
Tegallalang,Indonesia,Asia,-8.4352,115.2795,1,true,https://bestroadtrip.com/map/indonesia/tegallalang
West Nusa Tenggara,Indonesia,Asia,-8.6510,116.3249,1,true,https://bestroadtrip.com/map/indonesia/west-nusa-tenggara
Yogyakarta,Indonesia,Asia,-7.7520,110.4918,1,true,https://bestroadtrip.com/map/indonesia/yogyakarta
Dublin,Ireland,Europe,53.3419,-6.2869,1,true,https://bestroadtrip.com/map/ireland/dublin
Co,Irlanda,Unknown,53.1733,-6.4199,1,false,https://bestroadtrip.com/map/irlanda/co
County Dublin,Irlanda,Unknown,53.3395,-6.2715,1,false,https://bestroadtrip.com/map/irlanda/county-dublin
Dublin,Irlanda,Unknown,53.3449,-6.2675,1,false,https://bestroadtrip.com/map/irlanda/dublin
Enniskerry,Irlanda,Unknown,53.1843,-6.1867,1,false,https://bestroadtrip.com/map/irlanda/enniskerry
Beersheba,Israel,Asia,31.3143,35.3556,1,false,https://bestroadtrip.com/map/israel/beersheba
Haifa,Israel,Asia,32.8114,34.9853,1,false,https://bestroadtrip.com/map/israel/haifa
Mitzpe Ramon,Israel,Asia,30.6084,34.8066,1,false,https://bestroadtrip.com/map/israel/mitzpe-ramon
Amalfi,Italia,Unknown,40.6338,14.6028,1,false,https://bestroadtrip.com/map/italy/amalfi
Conca dei Marini,Italia,Unknown,40.6151,14.5670,1,false,https://bestroadtrip.com/map/italy/conca-dei-marini
Fano,Italia,Unknown,43.8427,13.0138,1,false,https://bestroadtrip.com/map/italy/fano
Florencia,Italia,Unknown,43.7700,11.2577,1,false,https://bestroadtrip.com/map/italy/florencia
Garbatella,Italia,Unknown,41.8672,12.4936,1,false,https://bestroadtrip.com/map/italy/garbatella
La Spezia,Italia,Unknown,44.1461,9.6439,1,false,https://bestroadtrip.com/map/italy/la-spezia
Molina,Italia,Unknown,40.6831,14.7219,1,false,https://bestroadtrip.com/map/italy/molina
Municipio Ostia Antica,Italia,Unknown,41.7581,12.2999,1,false,https://bestroadtrip.com/map/italy/municipio-ostia-antica
Nápoles,Italia,Unknown,40.8422,14.2469,1,false,https://bestroadtrip.com/map/italy/napoles
Salerno,Italia,Unknown,40.6813,14.7744,1,false,https://bestroadtrip.com/map/italy/salerno
Uta,Italia,Unknown,39.2901,8.9557,1,false,https://bestroadtrip.com/map/italy/uta
Venecia,Italia,Unknown,45.4854,12.4167,1,false,https://bestroadtrip.com/map/italy/venecia
Fiumicino,Itália,Unknown,41.7719,12.2334,1,false,https://bestroadtrip.com/map/italy/fiumicino
Milano,Itália,Unknown,45.4857,9.1905,1,false,https://bestroadtrip.com/map/italy/milano
Milão,Itália,Unknown,45.4789,9.1305,1,false,https://bestroadtrip.com/map/italy/milao
Aosta Valley,Italy,Europe,45.9766,7.6585,1,false,https://bestroadtrip.com/map/italy/aosta-valley
Atrani,Italy,Europe,40.6416,14.6074,1,false,https://bestroadtrip.com/map/italy/atrani
Autonomous Province of Bolzano – South Tyrol,Italy,Europe,46.6943,12.0854,1,false,https://bestroadtrip.com/map/italy/autonomous-province-of-bolzano-south-tyrol
Castelnuovo del Garda,Italy,Europe,45.4561,10.7191,1,false,https://bestroadtrip.com/map/italy/castelnuovo-del-garda
Como,Italy,Europe,45.8081,9.0852,1,false,https://bestroadtrip.com/map/italy/como
Cormons,Italy,Europe,45.9634,13.4933,1,false,https://bestroadtrip.com/map/italy/cormons
Courmayeur,Italy,Europe,45.7908,6.9651,1,false,https://bestroadtrip.com/map/italy/courmayeur
Genova,Italy,Europe,44.4243,8.8220,1,false,https://bestroadtrip.com/map/italy/genova
Lombardy,Italy,Europe,46.0160,9.2572,1,false,https://bestroadtrip.com/map/italy/lombardy
Matera,Italy,Europe,40.6649,16.6107,1,false,https://bestroadtrip.com/map/italy/matera
Pompei,Italy,Europe,40.7492,14.4954,1,false,https://bestroadtrip.com/map/italy/pompei
Portofino,Italy,Europe,44.3031,9.2097,1,false,https://bestroadtrip.com/map/italy/portofino
San Gimignano,Italy,Europe,43.4674,11.0422,1,false,https://bestroadtrip.com/map/italy/san-gimignano
Sorrento,Italy,Europe,40.6263,14.3758,1,false,https://bestroadtrip.com/map/italy/sorrento
Veneto,Italy,Europe,46.6187,12.3028,1,false,https://bestroadtrip.com/map/italy/veneto
8,Japan,Asia,35.3537,139.5320,1,true,https://bestroadtrip.com/map/japan/8
Chitose,Japan,Asia,42.7791,141.6866,1,true,https://bestroadtrip.com/map/japan/chitose
Fujisawa,Japan,Asia,35.2984,139.4756,1,true,https://bestroadtrip.com/map/japan/fujisawa
Fukuoka,Japan,Asia,33.5922,130.3973,1,true,https://bestroadtrip.com/map/japan/fukuoka
Futtsu,Japan,Asia,35.2480,139.9407,1,true,https://bestroadtrip.com/map/japan/futtsu
Hakone,Japan,Asia,35.2429,139.0423,1,true,https://bestroadtrip.com/map/japan/hakone
Hatsukaichi,Japan,Asia,34.2960,132.3198,1,true,https://bestroadtrip.com/map/japan/hatsukaichi
Higashiizu,Japan,Asia,34.7671,139.0344,1,true,https://bestroadtrip.com/map/japan/higashiizu
Hiroshima,Japan,Asia,34.3927,132.4522,1,true,https://bestroadtrip.com/map/japan/hiroshima
Hitachinaka,Japan,Asia,36.4059,140.5965,1,true,https://bestroadtrip.com/map/japan/hitachinaka
Kawasaki,Japan,Asia,35.6099,139.5736,1,true,https://bestroadtrip.com/map/japan/kawasaki
Kofu,Japan,Asia,35.7455,138.5676,1,true,https://bestroadtrip.com/map/japan/kofu
Nagatoro,Japan,Asia,36.0949,139.1128,1,true,https://bestroadtrip.com/map/japan/nagatoro
Nagoya,Japan,Asia,35.0905,136.8784,1,true,https://bestroadtrip.com/map/japan/nagoya
Niigata,Japan,Asia,37.9259,139.0404,1,true,https://bestroadtrip.com/map/japan/niigata
Shibukawa,Japan,Asia,36.4872,138.9382,1,true,https://bestroadtrip.com/map/japan/shibukawa
Sumida City,Japan,Asia,35.6963,139.8159,1,true,https://bestroadtrip.com/map/japan/sumida-city
Toyama,Japan,Asia,36.6901,137.2137,1,true,https://bestroadtrip.com/map/japan/toyama
Yamanashi,Japan,Asia,35.6895,138.6488,1,true,https://bestroadtrip.com/map/japan/yamanashi
Yamanochi,Japan,Asia,36.6815,138.5029,1,true,https://bestroadtrip.com/map/japan/yamanochi
Yokohama,Japan,Asia,35.4431,139.6441,1,true,https://bestroadtrip.com/map/japan/yokohama
Amman,Jordan,Asia,31.9518,35.9393,1,false,https://bestroadtrip.com/map/jordan/amman
Aqaba,Jordan,Asia,29.5321,35.0063,1,false,https://bestroadtrip.com/map/jordan/aqaba
Areedh Sub-District,Jordan,Asia,31.5000,35.5000,1,false,https://bestroadtrip.com/map/jordan/areedh-sub-district
Dhana,Jordan,Asia,30.6742,35.6084,1,false,https://bestroadtrip.com/map/jordan/dhana
monstry,Jordan,Asia,30.3382,35.4310,1,false,https://bestroadtrip.com/map/jordan/monstry
Petra District,Jordan,Asia,30.3221,35.4517,1,false,https://bestroadtrip.com/map/jordan/petra-district
Wadi Rum Village,Jordan,Asia,29.5345,35.4219,1,false,https://bestroadtrip.com/map/jordan/wadi-rum-village
Astana,Kazakhstan,Unknown,51.1282,71.4304,1,false,https://bestroadtrip.com/map/kazakhstan/astana
Mumias,Kenya,Africa,0.3332,34.4877,1,false,https://bestroadtrip.com/map/kenya/mumias
Nairobi,Kenya,Africa,-1.2648,36.8028,1,false,https://bestroadtrip.com/map/kenya/nairobi
Narok,Kenya,Africa,-1.5150,35.2539,1,false,https://bestroadtrip.com/map/kenya/narok
Narok County,Kenya,Africa,-1.5208,35.3374,1,false,https://bestroadtrip.com/map/kenya/narok-county
Altyn Arashan,Kyrgyzstan,Unknown,42.4192,78.5636,1,false,https://bestroadtrip.com/map/kyrgyzstan/altyn-arashan
Luangprabang,Laos,Asia,19.7496,101.9932,1,false,https://bestroadtrip.com/map/laos/luangprabang
Pak Beng,Laos,Asia,19.8990,101.1419,1,false,https://bestroadtrip.com/map/laos/pak-beng
Pak Ou,Laos,Asia,20.0486,102.2113,1,false,https://bestroadtrip.com/map/laos/pak-ou
Vilnius,Lituânia,Unknown,54.7399,25.2289,1,false,https://bestroadtrip.com/map/lithuania/vilnius
Nommern,Luxembourg,Europe,49.8153,6.1296,1,false,https://bestroadtrip.com/map/luxembourg/nommern
Waldbillig,Luxembourg,Europe,49.7904,6.3075,1,false,https://bestroadtrip.com/map/luxembourg/waldbillig
Cotai,Macao,Unknown,22.1458,113.5654,1,false,https://bestroadtrip.com/map/macao/cotai
Macau,Macao,Unknown,22.1975,113.5409,1,false,https://bestroadtrip.com/map/macao/macau
Bentong,Malaysia,Asia,3.4126,101.7881,1,false,https://bestroadtrip.com/map/malaysia/bentong
George Town,Malaysia,Asia,5.4122,100.3377,1,false,https://bestroadtrip.com/map/malaysia/george-town
Kundasang,Malaysia,Asia,6.0057,116.5421,1,false,https://bestroadtrip.com/map/malaysia/kundasang
Lanchang,Malaysia,Asia,3.5905,102.1448,1,false,https://bestroadtrip.com/map/malaysia/lanchang
Langkawi,Malaysia,Asia,6.3866,99.6620,1,false,https://bestroadtrip.com/map/malaysia/langkawi
Pahang,Malaysia,Asia,4.4481,101.4234,1,false,https://bestroadtrip.com/map/malaysia/pahang
Putrajaya,Malaysia,Asia,2.9352,101.6895,1,false,https://bestroadtrip.com/map/malaysia/putrajaya
Sandakan,Malaysia,Asia,5.8559,118.0722,1,false,https://bestroadtrip.com/map/malaysia/sandakan
Medhufaru,Maldives,Unknown,5.2826,73.0886,1,true,https://bestroadtrip.com/map/maldives/medhufaru
Ir-Rabat Għawdex,Malta,Europe,36.0466,14.2394,1,true,https://bestroadtrip.com/map/malta/ir-rabat-g-awdex
Qrendi,Malta,Europe,35.8209,14.4574,1,true,https://bestroadtrip.com/map/malta/qrendi
Al Haouz,Marruecos,Unknown,31.3438,-7.7514,1,false,https://bestroadtrip.com/map/morocco/al-haouz
Balaclava,Mauritius,Africa,-20.0835,57.5170,1,true,https://bestroadtrip.com/map/mauritius/balaclava
Bois Cheri,Mauritius,Africa,-20.4263,57.5257,1,true,https://bestroadtrip.com/map/mauritius/bois-cheri
Rivière Noire District,Mauritius,Africa,-20.2995,57.3634,1,true,https://bestroadtrip.com/map/mauritius/riviere-noire-district
Acapulco de Juárez,Mexico,North America,16.8503,-99.9176,1,false,https://bestroadtrip.com/map/mexico/acapulco-de-juarez
Cancún,Mexico,North America,21.1322,-86.7456,1,false,https://bestroadtrip.com/map/mexico/cancun
Chichén-Itzá,Mexico,North America,20.6791,-88.5683,1,false,https://bestroadtrip.com/map/mexico/chichen-itza
Guanajuato,Mexico,North America,21.0163,-101.2564,1,false,https://bestroadtrip.com/map/mexico/guanajuato
Oaxaca de Juárez,Mexico,North America,17.0658,-96.7232,1,false,https://bestroadtrip.com/map/mexico/oaxaca-de-juarez
Puerto Vallarta,Mexico,North America,20.6089,-105.2361,1,false,https://bestroadtrip.com/map/mexico/puerto-vallarta
Quintana Roo,Mexico,North America,20.4946,-87.7203,1,false,https://bestroadtrip.com/map/mexico/quintana-roo
San Juan Teotihuacán,Mexico,North America,19.6861,-98.8716,1,false,https://bestroadtrip.com/map/mexico/san-juan-teotihuacan
San Miguel de Allende,Mexico,North America,20.9136,-100.7438,1,false,https://bestroadtrip.com/map/mexico/san-miguel-de-allende
Valladolid,Mexico,North America,20.6989,-88.1246,1,false,https://bestroadtrip.com/map/mexico/valladolid
Valle de Guadalupe,Mexico,North America,32.0267,-116.5737,1,false,https://bestroadtrip.com/map/mexico/valle-de-guadalupe
Yucatan,Mexico,North America,20.6610,-88.5504,1,false,https://bestroadtrip.com/map/mexico/yucatan
Monaco,Monaco,Unknown,43.7348,7.4240,1,false,https://bestroadtrip.com/map/monaco/monaco
Monte Carlo,Monaco,Unknown,43.7396,7.4276,1,false,https://bestroadtrip.com/map/monaco/monte-carlo
Bečići,Montenegro,Europe,42.2842,18.8745,1,false,https://bestroadtrip.com/map/montenegro/becici
Budva,Montenegro,Europe,42.2911,18.8403,1,false,https://bestroadtrip.com/map/montenegro/budva
Cetinje,Montenegro,Europe,42.3943,18.9166,1,false,https://bestroadtrip.com/map/montenegro/cetinje
Cetinje Municipality,Montenegro,Europe,42.3671,18.9531,1,false,https://bestroadtrip.com/map/montenegro/cetinje-municipality
Herceg - Novi,Montenegro,Europe,42.4572,18.5315,1,false,https://bestroadtrip.com/map/montenegro/herceg-novi
Kotor,Montenegro,Europe,42.4247,18.7712,1,false,https://bestroadtrip.com/map/montenegro/kotor
Perast,Montenegro,Europe,42.4860,18.6983,1,false,https://bestroadtrip.com/map/montenegro/perast
Petrovac,Montenegro,Europe,42.2053,18.9458,1,false,https://bestroadtrip.com/map/montenegro/petrovac
Podgora,Montenegro,Europe,43.2117,19.1170,1,false,https://bestroadtrip.com/map/montenegro/podgora
Sveti Stefan,Montenegro,Europe,42.2515,18.8982,1,false,https://bestroadtrip.com/map/montenegro/sveti-stefan
Chefchaouen,Morocco,Africa,35.1686,-5.2636,1,false,https://bestroadtrip.com/map/morocco/chefchaouen
Fes,Morocco,Africa,34.0658,-4.9786,1,false,https://bestroadtrip.com/map/morocco/fes
Ifrane,Morocco,Africa,33.5272,-5.1172,1,false,https://bestroadtrip.com/map/morocco/ifrane
Imouzzer des Ida-Outanane,Morocco,Africa,30.5877,-9.5282,1,false,https://bestroadtrip.com/map/morocco/imouzzer-des-ida-outanane
Merzouga,Morocco,Africa,31.0802,-4.0134,1,false,https://bestroadtrip.com/map/morocco/merzouga
Moulay Idriss Zerhoun,Morocco,Africa,34.0542,-5.5263,1,false,https://bestroadtrip.com/map/morocco/moulay-idriss-zerhoun
Mandalay,Myanmar (Burma),Unknown,21.8929,96.0532,1,false,https://bestroadtrip.com/map/myanmar-burma/mandalay
Old Bagan,Myanmar (Burma),Unknown,21.1679,94.8562,1,false,https://bestroadtrip.com/map/myanmar-burma/old-bagan
Yangon,Myanmar (Burma),Unknown,16.7984,96.1496,1,false,https://bestroadtrip.com/map/myanmar-burma/yangon
Erongo Region,Namibia,Africa,-21.8247,15.1942,1,false,https://bestroadtrip.com/map/namibia/erongo-region
Hardap Region,Namibia,Africa,-24.7278,15.4726,1,false,https://bestroadtrip.com/map/namibia/hardap-region
Karas Region,Namibia,Africa,-27.7828,17.6068,1,false,https://bestroadtrip.com/map/namibia/karas-region
Kunene Region,Namibia,Africa,-19.0000,12.6667,1,false,https://bestroadtrip.com/map/namibia/kunene-region
Sossusvlei,Namibia,Africa,-24.7593,15.2924,1,false,https://bestroadtrip.com/map/namibia/sossusvlei
Badimalika,Nepal,Asia,29.4473,81.4938,1,false,https://bestroadtrip.com/map/nepal/badimalika
Bhaktapur,Nepal,Asia,27.6721,85.4283,1,false,https://bestroadtrip.com/map/nepal/bhaktapur
Chhokang,Nepal,Asia,28.4845,85.0275,1,false,https://bestroadtrip.com/map/nepal/chhokang
Chitwan District,Nepal,Asia,27.5533,84.3390,1,false,https://bestroadtrip.com/map/nepal/chitwan-district
Dadhuwa,Nepal,Asia,27.5815,85.9446,1,false,https://bestroadtrip.com/map/nepal/dadhuwa
Ghode Pani,Nepal,Asia,28.4002,83.6895,1,false,https://bestroadtrip.com/map/nepal/ghode-pani
Godawari,Nepal,Asia,27.5958,85.3812,1,false,https://bestroadtrip.com/map/nepal/godawari
Gokarneshwor,Nepal,Asia,27.8060,85.4556,1,false,https://bestroadtrip.com/map/nepal/gokarneshwor
Gorkha,Nepal,Asia,27.9842,84.6270,1,false,https://bestroadtrip.com/map/nepal/gorkha
Helambu,Nepal,Asia,28.0143,85.5692,1,false,https://bestroadtrip.com/map/nepal/helambu
Kageshwori Manohara,Nepal,Asia,27.7268,85.4102,1,false,https://bestroadtrip.com/map/nepal/kageshwori-manohara
Karyabinayak,Nepal,Asia,27.6297,85.3021,1,false,https://bestroadtrip.com/map/nepal/karyabinayak
Kharibot,Nepal,Asia,28.2034,84.6795,1,false,https://bestroadtrip.com/map/nepal/kharibot
Khumjung,Nepal,Asia,27.9882,86.9254,1,false,https://bestroadtrip.com/map/nepal/khumjung
Machhapuchchhre,Nepal,Asia,28.3904,83.9347,1,false,https://bestroadtrip.com/map/nepal/machhapuchchhre
Madi,Nepal,Asia,27.5193,84.3135,1,false,https://bestroadtrip.com/map/nepal/madi
Manung,Nepal,Asia,27.9678,84.2459,1,false,https://bestroadtrip.com/map/nepal/manung
Namarjung,Nepal,Asia,28.4182,84.1784,1,false,https://bestroadtrip.com/map/nepal/namarjung
Narchyang,Nepal,Asia,28.6485,83.7905,1,false,https://bestroadtrip.com/map/nepal/narchyang
Pokhara,Nepal,Asia,28.1992,83.9297,1,false,https://bestroadtrip.com/map/nepal/pokhara
Rasuwa,Nepal,Asia,28.1637,85.3369,1,false,https://bestroadtrip.com/map/nepal/rasuwa
Ratnanagar,Nepal,Asia,27.5751,84.4936,1,false,https://bestroadtrip.com/map/nepal/ratnanagar
Sindhupalchok,Nepal,Asia,28.0419,85.7178,1,false,https://bestroadtrip.com/map/nepal/sindhupalchok
Bennebroek,Netherlands,Europe,52.3282,4.5971,1,false,https://bestroadtrip.com/map/netherlands/bennebroek
Delft,Netherlands,Europe,52.0116,4.3571,1,false,https://bestroadtrip.com/map/netherlands/delft
Gouda,Netherlands,Europe,52.0115,4.7105,1,false,https://bestroadtrip.com/map/netherlands/gouda
Zaandam,Netherlands,Europe,52.4740,4.8227,1,false,https://bestroadtrip.com/map/netherlands/zaandam
Ahuriri Flat,New Zealand,Oceania,-46.4481,169.8169,1,true,https://bestroadtrip.com/map/new-zealand/ahuriri-flat
Fox Glacier,New Zealand,Oceania,-43.4627,170.0090,1,true,https://bestroadtrip.com/map/new-zealand/fox-glacier
Lake Tekapo,New Zealand,Oceania,-44.0040,170.4762,1,true,https://bestroadtrip.com/map/new-zealand/lake-tekapo
Manawatū-Whanganui,New Zealand,Oceania,-39.1417,175.6081,1,true,https://bestroadtrip.com/map/new-zealand/manawatu-whanganui
